Episode,,,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
1944,13,2,12.96144,2.038560411,12.8590604,2.140939597
1945,11,4,12.96043,2.039568345,12.8590604,2.140939597
1946,11,4,12.95942,2.040575244,12.84563758,2.154362416
1947,9,6,12.95739,2.042607803,12.82550336,2.174496644
1948,9,6,12.95536,2.044638276,12.80536913,2.194630872
1949,11,4,12.95436,2.045641026,12.77852349,2.22147651
1950,9,6,12.95233,2.047667863,12.75167785,2.248322148
1951,8,7,12.9498,2.050204918,12.71812081,2.281879195
1952,13,2,12.94982,2.050179211,12.70469799,2.295302013
1953,7,8,12.94678,2.053224156,12.67785235,2.322147651
1954,10,5,12.94527,2.054731458,12.65771812,2.342281879
1955,14,1,12.94581,2.054192229,12.65100671,2.348993289
1956,10,5,12.9443,2.055697496,12.62416107,2.375838926
1957,11,4,12.94331,2.056690501,12.59731544,2.402684564
1958,12,3,12.94283,2.057172027,12.57718121,2.422818792
1959,13,2,12.94286,2.057142857,12.5704698,2.429530201
1960,11,4,12.94187,2.058133605,12.55704698,2.44295302
1961,12,3,12.94139,2.05861366,12.53691275,2.463087248
1962,10,5,12.93989,2.060112073,12.5033557,2.496644295
1963,6,9,12.93635,2.063645621,12.44295302,2.55704698
1964,11,4,12.93537,2.064631043,12.41610738,2.583892617
1965,11,4,12.93438,2.065615463,12.39597315,2.604026846
1966,8,7,12.93188,2.068124047,12.34899329,2.651006711
1967,13,2,12.93191,2.068089431,12.36241611,2.637583893
1968,14,1,12.93245,2.067546978,12.36241611,2.637583893
1969,10,5,12.93096,2.069035533,12.32885906,2.67114094
1970,7,8,12.92796,2.072044647,12.27516779,2.724832215
1971,9,6,12.92596,2.074036511,12.24832215,2.751677852
1972,12,3,12.92549,2.074505829,12.25503356,2.744966443
1973,9,6,12.92351,2.076494428,12.2147651,2.785234899
1974,11,4,12.92253,2.077468354,12.19463087,2.805369128
1975,12,3,12.92206,2.077935223,12.17449664,2.825503356
1976,13,2,12.9221,2.077895802,12.16107383,2.838926174
1977,9,6,12.92012,2.079878665,12.12080537,2.879194631
1978,9,6,12.91814,2.081859525,12.08053691,2.919463087
1979,13,2,12.91818,2.081818182,12.06711409,2.932885906
1980,11,4,12.91721,2.082786471,12.04026846,2.959731544
1981,13,2,12.91726,2.082744702,12.02684564,2.973154362
1982,13,2,12.9173,2.082702975,12.02684564,2.973154362
1983,11,4,12.91633,2.083669355,12.00671141,2.993288591
1984,8,7,12.91385,2.086146096,11.95973154,3.040268456
1985,10,5,12.91239,2.087613293,11.93959732,3.060402685
1986,14,1,12.91293,2.087065929,11.93959732,3.060402685
1987,9,6,12.91097,2.089034205,11.89932886,3.100671141
1988,12,3,12.91051,2.089492207,11.87919463,3.120805369
1989,12,3,12.91005,2.089949749,11.86577181,3.134228188
1990,12,3,12.90959,2.090406831,11.84563758,3.154362416
1991,11,4,12.90863,2.091365462,11.83892617,3.161073826
1992,15,0,12.90968,2.090316106,11.83892617,3.161073826
1993,9,6,12.90772,2.09227683,11.79865772,3.201342282
1994,10,5,12.90627,2.093734336,11.77852349,3.22147651
1995,11,4,12.90531,2.094689379,11.75167785,3.248322148
1996,11,4,12.90436,2.095643465,11.72483221,3.275167785
1997,9,6,12.9024,2.097597598,11.68456376,3.315436242
1998,11,4,12.90145,2.098549275,11.67114094,3.32885906
1999,13,2,12.9015,2.0985,11.67114094,3.32885906
2000,15,0,12.90255,2.097451274,11.68456376,3.315436242
2001,9,6,12.9006,2.099400599,11.6442953,3.355704698
2002,9,6,12.89865,2.101347978,11.61073826,3.389261745
2003,10,5,12.89721,2.102794411,11.59060403,3.409395973
2004,12,3,12.89676,2.103241895,11.59060403,3.409395973
2005,11,4,12.89581,2.104187438,11.56375839,3.436241611
2006,9,6,12.89387,2.10612855,11.52348993,3.476510067
2007,13,2,12.89392,2.106075697,11.52348993,3.476510067
2008,9,6,12.89199,2.108013937,11.4966443,3.503355705
2009,14,1,12.89254,2.107462687,11.5033557,3.496644295
2010,11,4,12.8916,2.108403779,11.47651007,3.523489933
2011,15,0,12.89264,2.107355865,11.47651007,3.523489933
2012,13,2,12.8927,2.107302534,11.46308725,3.536912752
2013,9,6,12.89076,2.109235353,11.43624161,3.563758389
2014,9,6,12.88883,2.111166253,11.43624161,3.563758389
2015,14,1,12.88938,2.110615079,11.44295302,3.55704698
2016,13,2,12.88944,2.110560238,11.4295302,3.570469799
2017,13,2,12.88949,2.110505451,11.43624161,3.563758389
2018,13,2,12.88955,2.110450718,11.44295302,3.55704698
2019,13,2,12.8896,2.11039604,11.44295302,3.55704698
2020,15,0,12.89065,2.109351806,11.46979866,3.530201342
2021,13,2,12.8907,2.109297725,11.46308725,3.536912752
2022,15,0,12.89174,2.108255067,11.46979866,3.530201342
2023,10,5,12.89032,2.109683794,11.46308725,3.536912752
2024,13,2,12.89037,2.10962963,11.46308725,3.536912752
2025,15,0,12.89141,2.108588351,11.48993289,3.510067114
2026,14,1,12.89196,2.108041441,11.4966443,3.503355705
2027,15,0,12.893,2.107001972,11.53020134,3.469798658
2028,14,1,12.89354,2.106456382,11.53691275,3.463087248
2029,13,2,12.8936,2.106403941,11.52348993,3.476510067
2030,13,2,12.89365,2.106351551,11.51006711,3.489932886
2031,15,0,12.89469,2.105314961,11.52348993,3.476510067
2032,15,0,12.89572,2.10427939,11.56375839,3.436241611
2033,13,2,12.89577,2.104228122,11.56375839,3.436241611
2034,15,0,12.89681,2.103194103,11.56375839,3.436241611
2035,14,1,12.89735,2.102652259,11.58389262,3.416107383
2036,13,2,12.8974,2.102601865,11.59060403,3.409395973
2037,15,0,12.89843,2.101570167,11.60402685,3.395973154
2038,11,4,12.8975,2.102501226,11.59060403,3.409395973
2039,13,2,12.89755,2.10245098,11.59060403,3.409395973
2040,15,0,12.89858,2.101420872,11.60402685,3.395973154
2041,12,3,12.89814,2.101860921,11.59060403,3.409395973
2042,13,2,12.89819,2.101811062,11.57718121,3.422818792
2043,13,2,12.89824,2.101761252,11.5704698,3.429530201
2044,14,1,12.89878,2.101222494,11.5704698,3.429530201
2045,13,2,12.89883,2.101173021,11.55704698,3.44295302
2046,15,0,12.89985,2.100146556,11.58389262,3.416107383
2047,14,1,12.90039,2.099609375,11.59060403,3.409395973
2048,10,5,12.89898,2.10102489,11.5704698,3.429530201
2049,12,3,12.89854,2.101463415,11.57718121,3.422818792
2050,13,2,12.89859,2.101413944,11.56375839,3.436241611
2051,15,0,12.89961,2.100389864,11.57718121,3.422818792
2052,10,5,12.8982,2.101802241,11.54362416,3.456375839
2053,13,2,12.89825,2.101752678,11.57718121,3.422818792
2054,13,2,12.8983,2.101703163,11.58389262,3.416107383
2055,13,2,12.89835,2.101653696,11.58389262,3.416107383
2056,13,2,12.8984,2.101604278,11.60402685,3.395973154
2057,13,2,12.89845,2.101554908,11.61073826,3.389261745
2058,10,5,12.89704,2.102962603,11.59060403,3.409395973
2059,12,3,12.8966,2.103398058,11.61073826,3.389261745
2060,12,3,12.89617,2.103833091,11.61073826,3.389261745
2061,12,3,12.89573,2.104267701,11.61744966,3.382550336
2062,11,4,12.89481,2.105186621,11.61744966,3.382550336
2063,15,0,12.89583,2.104166667,11.65100671,3.348993289
2064,13,2,12.89588,2.104116223,11.67114094,3.32885906
2065,12,3,12.89545,2.104549855,11.67785235,3.322147651
2066,15,0,12.89647,2.103531688,11.69127517,3.308724832
2067,10,5,12.89507,2.104932302,11.69798658,3.302013423
2068,11,4,12.89415,2.105848236,11.69798658,3.302013423
2069,13,2,12.8942,2.105797101,11.7114094,3.288590604
2070,13,2,12.89425,2.105746016,11.7114094,3.288590604
2071,15,0,12.89527,2.10472973,11.73825503,3.261744966
2072,13,2,12.89532,2.104679209,11.73825503,3.261744966
2073,15,0,12.89634,2.103664417,11.76510067,3.234899329
2074,13,2,12.89639,2.103614458,11.77852349,3.22147651
2075,15,0,12.8974,2.102601156,11.80536913,3.194630872
2076,15,0,12.89841,2.10158883,11.81208054,3.187919463
2077,15,0,12.89942,2.100577478,11.85234899,3.147651007
2078,15,0,12.90043,2.0995671,11.87919463,3.120805369
2079,15,0,12.90144,2.098557692,11.93288591,3.067114094
2080,13,2,12.90149,2.098510332,11.93288591,3.067114094
2081,15,0,12.9025,2.097502402,11.97315436,3.026845638
2082,15,0,12.9035,2.096495439,12,3
2083,12,3,12.90307,2.096928983,12.01342282,2.986577181
2084,9,6,12.9012,2.098800959,12,3
2085,14,1,12.90173,2.098274209,12.02013423,2.979865772
2086,14,1,12.90225,2.097747964,12.04026846,2.959731544
2087,14,1,12.90278,2.097222222,12.04697987,2.953020134
2088,13,2,12.90282,2.097175682,12.0738255,2.926174497
2089,13,2,12.90287,2.097129187,12.11409396,2.88590604
2090,12,3,12.90244,2.097560976,12.12080537,2.879194631
2091,11,4,12.90153,2.098470363,12.10738255,2.89261745
2092,13,2,12.90158,2.098423316,12.12080537,2.879194631
2093,13,2,12.90162,2.098376313,12.12080537,2.879194631
2094,13,2,12.90167,2.098329356,12.13422819,2.865771812
2095,14,1,12.90219,2.097805344,12.15436242,2.845637584
2096,12,3,12.90176,2.098235575,12.17449664,2.825503356
2097,12,3,12.90133,2.098665396,12.19463087,2.805369128
2098,13,2,12.90138,2.09861839,12.20805369,2.791946309
2099,13,2,12.90143,2.098571429,12.23489933,2.765100671
2100,12,3,12.901,2.099000476,12.26174497,2.738255034
2101,12,3,12.90057,2.099429115,12.25503356,2.744966443
2102,13,2,12.90062,2.099381835,12.29530201,2.704697987
2103,13,2,12.90067,2.099334601,12.31543624,2.684563758
2104,15,0,12.90166,2.098337292,12.32214765,2.677852349
2105,14,1,12.90218,2.097815764,12.34899329,2.651006711
2106,13,2,12.90223,2.09776934,12.36241611,2.637583893
2107,13,2,12.90228,2.09772296,12.36912752,2.630872483
2108,13,2,12.90232,2.097676624,12.36912752,2.630872483
2109,13,2,12.90237,2.097630332,12.38255034,2.617449664
2110,13,2,12.90242,2.097584083,12.38926174,2.610738255
2111,14,1,12.90294,2.097064394,12.41610738,2.583892617
2112,13,2,12.90298,2.097018457,12.46308725,2.536912752
2113,12,3,12.90255,2.097445601,12.46979866,2.530201342
2114,9,6,12.90071,2.09929078,12.45637584,2.543624161
2115,13,2,12.90076,2.099243856,12.48993289,2.510067114
2116,15,0,12.90175,2.098252244,12.5033557,2.496644295
2117,11,4,12.90085,2.099150142,12.48322148,2.516778523
2118,15,0,12.90184,2.098159509,12.51677852,2.483221477
2119,13,2,12.90189,2.098113208,12.55704698,2.44295302
2120,13,2,12.90193,2.09806695,12.58389262,2.416107383
2121,11,4,12.90104,2.098963242,12.57718121,2.422818792
2122,13,2,12.90108,2.098916627,12.60402685,2.395973154
2123,12,3,12.90066,2.099340866,12.61073826,2.389261745
2124,13,2,12.90071,2.099294118,12.61744966,2.382550336
2125,15,0,12.90169,2.098306679,12.63087248,2.369127517
2126,13,2,12.90174,2.098260461,12.65771812,2.342281879
2127,12,3,12.90132,2.098684211,12.67785235,2.322147651
2128,11,4,12.90042,2.099577266,12.66442953,2.33557047
2129,11,4,12.89953,2.100469484,12.66442953,2.33557047
2130,13,2,12.89958,2.100422337,12.66442953,2.33557047
2131,10,5,12.89822,2.101782364,12.6442953,2.355704698
2132,13,2,12.89827,2.101734646,12.65771812,2.342281879
2133,10,5,12.89691,2.103092784,12.67114094,2.32885906
2134,12,3,12.89649,2.103512881,12.68456376,2.315436242
2135,11,4,12.8956,2.104400749,12.66442953,2.33557047
2136,13,2,12.89565,2.104351895,12.69127517,2.308724832
2137,13,2,12.8957,2.104303087,12.69798658,2.302013423
2138,10,5,12.89434,2.105656849,12.68456376,2.315436242
2139,12,3,12.89393,2.106074766,12.68456376,2.315436242
2140,7,8,12.89117,2.108827651,12.65771812,2.342281879
2141,10,5,12.88982,2.110177404,12.62416107,2.375838926
2142,11,4,12.88894,2.111059263,12.63758389,2.362416107
2143,12,3,12.88853,2.111473881,12.65100671,2.348993289
2144,9,6,12.88671,2.113286713,12.63758389,2.362416107
2145,7,8,12.88397,2.116029823,12.61073826,2.389261745
2146,9,6,12.88216,2.117838845,12.61073826,2.389261745
2147,11,4,12.88128,2.118715084,12.61073826,2.389261745
2148,11,4,12.88041,2.119590507,12.59731544,2.402684564
2149,11,4,12.87953,2.120465116,12.5704698,2.429530201
2150,13,2,12.87959,2.120409112,12.59731544,2.402684564
2151,13,2,12.87965,2.12035316,12.62416107,2.375838926
2152,13,2,12.8797,2.12029726,12.6442953,2.355704698
2153,13,2,12.87976,2.120241411,12.65100671,2.348993289
2154,12,3,12.87935,2.120649652,12.65771812,2.342281879
2155,13,2,12.87941,2.120593692,12.68456376,2.315436242
2156,13,2,12.87946,2.120537784,12.68456376,2.315436242
2157,13,2,12.87952,2.120481928,12.7114094,2.288590604
2158,13,2,12.87957,2.120426123,12.70469799,2.295302013
2159,10,5,12.87824,2.121759259,12.69798658,2.302013423
2160,15,0,12.87922,2.120777418,12.69798658,2.302013423
2161,11,4,12.87835,2.121646623,12.68456376,2.315436242
2162,15,0,12.87933,2.120665742,12.72483221,2.275167785
2163,13,2,12.87939,2.120609982,12.75167785,2.248322148
2164,7,8,12.87667,2.123325635,12.70469799,2.295302013
2165,15,0,12.87765,2.122345337,12.71812081,2.281879195
2166,15,0,12.87863,2.121365944,12.73154362,2.268456376
2167,15,0,12.87961,2.120387454,12.74496644,2.255033557
2168,13,2,12.87967,2.12033195,12.74496644,2.255033557
2169,13,2,12.87972,2.120276498,12.73154362,2.268456376
2170,14,1,12.88024,2.119760479,12.73825503,2.261744966
2171,13,2,12.88029,2.119705341,12.72483221,2.275167785
2172,15,0,12.88127,2.118729867,12.75838926,2.241610738
2173,15,0,12.88224,2.11775529,12.77181208,2.228187919
2174,13,2,12.8823,2.117701149,12.75838926,2.241610738
2175,14,1,12.88281,2.1171875,12.75838926,2.241610738
2176,13,2,12.88287,2.11713367,12.74496644,2.255033557
2177,14,1,12.88338,2.116620753,12.74496644,2.255033557
2178,15,0,12.88435,2.11564938,12.75838926,2.241610738
2179,11,4,12.88349,2.116513761,12.74496644,2.255033557
2180,13,2,12.88354,2.116460339,12.73154362,2.268456376
2181,11,4,12.88268,2.117323556,12.70469799,2.295302013
2182,13,2,12.88273,2.117269812,12.70469799,2.295302013
2183,15,0,12.8837,2.116300366,12.70469799,2.295302013
2184,15,0,12.88467,2.115331808,12.7114094,2.288590604
2185,12,3,12.88426,2.115736505,12.70469799,2.295302013
2186,11,4,12.8834,2.11659808,12.67785235,2.322147651
2187,15,0,12.88437,2.115630713,12.70469799,2.295302013
2188,15,0,12.88534,2.11466423,12.71812081,2.281879195
2189,12,3,12.88493,2.115068493,12.69798658,2.302013423
2190,13,2,12.88498,2.115015974,12.70469799,2.295302013
2191,10,5,12.88367,2.116332117,12.68456376,2.315436242
2192,13,2,12.88372,2.11627907,12.68456376,2.315436242
2193,15,0,12.88469,2.115314494,12.69127517,2.308724832
2194,15,0,12.88565,2.114350797,12.70469799,2.295302013
2195,14,1,12.88616,2.113843352,12.69798658,2.302013423
2196,15,0,12.88712,2.112881202,12.70469799,2.295302013
2197,15,0,12.88808,2.111919927,12.73825503,2.261744966
2198,15,0,12.88904,2.110959527,12.75838926,2.241610738
2199,13,2,12.88909,2.110909091,12.75838926,2.241610738
2200,15,0,12.89005,2.109950023,12.75838926,2.241610738
2201,13,2,12.8901,2.109900091,12.77852349,2.22147651
2202,13,2,12.89015,2.109850204,12.77852349,2.22147651
2203,13,2,12.8902,2.109800363,12.77852349,2.22147651
2204,11,4,12.88934,2.110657596,12.76510067,2.234899329
2205,13,2,12.88939,2.110607434,12.76510067,2.234899329
2206,15,0,12.89035,2.10965111,12.77852349,2.22147651
2207,11,4,12.88949,2.110507246,12.7852349,2.214765101
2208,14,1,12.89,2.110004527,12.79865772,2.201342282
2209,15,0,12.89095,2.109049774,12.81879195,2.181208054
2210,13,2,12.891,2.109000452,12.82550336,2.174496644
2211,15,0,12.89195,2.108047016,12.85234899,2.147651007
2212,13,2,12.892,2.107998192,12.83892617,2.161073826
2213,13,2,12.89205,2.107949413,12.83892617,2.161073826
2214,14,1,12.89255,2.10744921,12.85234899,2.147651007
2215,14,1,12.89305,2.106949458,12.84563758,2.154362416
2216,15,0,12.894,2.105999098,12.87919463,2.120805369
2217,13,2,12.89405,2.105951307,12.89261745,2.10738255
2218,13,2,12.8941,2.10590356,12.89261745,2.10738255
2219,15,0,12.89505,2.104954955,12.90604027,2.093959732
2220,13,2,12.89509,2.104907699,12.89261745,2.10738255
2221,15,0,12.89604,2.103960396,12.90604027,2.093959732
2222,15,0,12.89699,2.103013945,12.90604027,2.093959732
2223,13,2,12.89703,2.102967626,12.90604027,2.093959732
2224,13,2,12.89708,2.102921348,12.89261745,2.10738255
2225,14,1,12.89757,2.102425876,12.88590604,2.11409396
2226,13,2,12.89762,2.102379883,12.87248322,2.127516779
2227,12,3,12.89722,2.102782765,12.85234899,2.147651007
2228,15,0,12.89816,2.10183939,12.85234899,2.147651007
2229,13,2,12.89821,2.101793722,12.85234899,2.147651007
2230,15,0,12.89915,2.100851636,12.85234899,2.147651007
2231,13,2,12.89919,2.100806452,12.83892617,2.161073826
2232,13,2,12.89924,2.100761308,12.84563758,2.154362416
2233,15,0,12.90018,2.099820949,12.88590604,2.11409396
2234,11,4,12.89933,2.100671141,12.86577181,2.134228188
2235,15,0,12.90027,2.099731664,12.87248322,2.127516779
2236,15,0,12.90121,2.098793026,12.87919463,2.120805369
2237,11,4,12.90036,2.099642538,12.86577181,2.134228188
2238,13,2,12.9004,2.099598035,12.86577181,2.134228188
2239,13,2,12.90045,2.099553571,12.87248322,2.127516779
2240,15,0,12.90138,2.098616689,12.89932886,2.100671141
2241,15,0,12.90232,2.097680642,12.91275168,2.087248322
2242,14,1,12.90281,2.097191262,12.91946309,2.080536913
2243,12,3,12.90241,2.097593583,12.91275168,2.087248322
2244,15,0,12.90334,2.096659243,12.91946309,2.080536913
2245,9,6,12.9016,2.09839715,12.89932886,2.100671141
2246,15,0,12.90254,2.097463284,12.91946309,2.080536913
2247,13,2,12.90258,2.097419929,12.91946309,2.080536913
2248,14,1,12.90307,2.09693197,12.9261745,2.073825503
2249,13,2,12.90311,2.096888889,12.93288591,2.067114094
2250,12,3,12.90271,2.097290093,12.93288591,2.067114094
2251,10,5,12.90142,2.098579041,12.91275168,2.087248322
2252,11,4,12.90058,2.099422992,12.89932886,2.100671141
2253,9,6,12.89885,2.101153505,12.8590604,2.140939597
2254,15,0,12.89978,2.100221729,12.86577181,2.134228188
2255,13,2,12.89982,2.100177305,12.86577181,2.134228188
2256,15,0,12.90075,2.099246788,12.87919463,2.120805369
2257,9,6,12.89903,2.100974314,12.85234899,2.147651007
2258,10,5,12.89774,2.102257636,12.83221477,2.167785235
2259,12,3,12.89735,2.102654867,12.82550336,2.174496644
2260,13,2,12.89739,2.102609465,12.81879195,2.181208054
2261,11,4,12.89655,2.103448276,12.80536913,2.194630872
2262,11,4,12.89571,2.104286346,12.79865772,2.201342282
2263,13,2,12.89576,2.104240283,12.82550336,2.174496644
2264,11,4,12.89492,2.105077263,12.81208054,2.187919463
2265,10,5,12.89365,2.10635481,12.77852349,2.22147651
2266,9,6,12.89193,2.108072342,12.76510067,2.234899329
2267,9,6,12.89021,2.10978836,12.72483221,2.275167785
2268,9,6,12.8885,2.111502865,12.69798658,2.302013423
2269,15,0,12.88943,2.110572687,12.7114094,2.288590604
2270,15,0,12.89036,2.109643329,12.73825503,2.261744966
2271,12,3,12.88996,2.110035211,12.73154362,2.268456376
2272,11,4,12.88913,2.110866696,12.72483221,2.275167785
2273,10,5,12.88786,2.112137203,12.70469799,2.295302013
2274,8,7,12.88571,2.114285714,12.65771812,2.342281879
2275,11,4,12.88489,2.115114236,12.6442953,2.355704698
2276,9,6,12.88318,2.116820378,12.62416107,2.375838926
2277,8,7,12.88104,2.118964004,12.60402685,2.395973154
2278,11,4,12.88021,2.119789381,12.60402685,2.395973154
2279,11,4,12.87939,2.120614035,12.59060403,2.409395973
2280,11,4,12.87856,2.121437966,12.59731544,2.402684564
2281,11,4,12.87774,2.122261174,12.58389262,2.416107383
2282,10,5,12.87648,2.123521682,12.58389262,2.416107383
2283,12,3,12.87609,2.123905429,12.58389262,2.416107383
2284,13,2,12.87615,2.123851204,12.59731544,2.402684564
2285,12,3,12.87577,2.124234471,12.59060403,2.409395973
2286,7,8,12.8732,2.126803673,12.55033557,2.44966443
2287,13,2,12.87325,2.126748252,12.5704698,2.429530201
2288,9,6,12.87156,2.128440367,12.55033557,2.44966443
2289,11,4,12.87074,2.129257642,12.57718121,2.422818792
2290,13,2,12.8708,2.129201222,12.59731544,2.402684564
2291,11,4,12.86998,2.130017452,12.59731544,2.402684564
2292,12,3,12.8696,2.13039686,12.59731544,2.402684564
2293,7,8,12.86704,2.132955536,12.58389262,2.416107383
2294,11,4,12.86623,2.133769063,12.61073826,2.389261745
2295,11,4,12.86542,2.134581882,12.62416107,2.375838926
2296,11,4,12.86461,2.135393992,12.62416107,2.375838926
2297,13,2,12.86466,2.135335074,12.63758389,2.362416107
2298,12,3,12.86429,2.135711179,12.6442953,2.355704698
2299,5,10,12.86087,2.139130435,12.59060403,2.409395973
2300,13,2,12.86093,2.13906997,12.59060403,2.409395973
2301,14,1,12.86142,2.138575152,12.59731544,2.402684564
2302,12,3,12.86105,2.138949197,12.59060403,2.409395973
2303,14,1,12.86155,2.138454861,12.60402685,2.395973154
2304,13,2,12.86161,2.138394794,12.60402685,2.395973154
2305,15,0,12.86253,2.137467476,12.61744966,2.382550336
2306,11,4,12.86173,2.138274816,12.60402685,2.395973154
2307,7,8,12.85919,2.140814558,12.56375839,2.436241611
2308,13,2,12.85925,2.140753573,12.58389262,2.416107383
2309,11,4,12.85844,2.141558442,12.55704698,2.44295302
2310,12,3,12.85807,2.1419299,12.56375839,2.436241611
2311,12,3,12.8577,2.142301038,12.54362416,2.456375839
2312,11,4,12.8569,2.143104194,12.53020134,2.469798658
2313,11,4,12.85609,2.143906655,12.55704698,2.44295302
2314,9,6,12.85443,2.145572354,12.51677852,2.483221477
2315,14,1,12.85492,2.14507772,12.51006711,2.489932886
2316,11,4,12.85412,2.145878291,12.48322148,2.516778523
2317,11,4,12.85332,2.146678171,12.46979866,2.530201342
2318,11,4,12.85252,2.147477361,12.45637584,2.543624161
2319,8,7,12.85043,2.149568966,12.41610738,2.583892617
2320,13,2,12.8505,2.149504524,12.41610738,2.583892617
2321,15,0,12.85142,2.148578811,12.41610738,2.583892617
2322,15,0,12.85235,2.147653896,12.41610738,2.583892617
2323,15,0,12.85327,2.146729776,12.4295302,2.570469799
2324,13,2,12.85333,2.146666667,12.42281879,2.577181208
2325,13,2,12.8534,2.146603611,12.42281879,2.577181208
2326,15,0,12.85432,2.145681135,12.4295302,2.570469799
2327,9,6,12.85266,2.14733677,12.38926174,2.610738255
2328,10,5,12.85144,2.148561614,12.38255034,2.617449664
2329,15,0,12.85236,2.147639485,12.39597315,2.604026846
2330,12,3,12.85199,2.148005148,12.40268456,2.597315436
2331,15,0,12.85292,2.147084048,12.41610738,2.583892617
2332,11,4,12.85212,2.147878268,12.38926174,2.610738255
2333,11,4,12.85133,2.148671808,12.36241611,2.637583893
2334,11,4,12.85054,2.149464668,12.3557047,2.644295302
2335,13,2,12.8506,2.149400685,12.36912752,2.630872483
2336,13,2,12.85066,2.149336757,12.3557047,2.644295302
2337,11,4,12.84987,2.150128315,12.32885906,2.67114094
2338,13,2,12.84994,2.15006413,12.33557047,2.66442953
2339,13,2,12.85,2.15,12.33557047,2.66442953
2340,13,2,12.85006,2.149935925,12.3557047,2.644295302
2341,13,2,12.85013,2.149871904,12.3557047,2.644295302
2342,11,4,12.84934,2.150661545,12.32885906,2.67114094
2343,10,5,12.84812,2.151877133,12.29530201,2.704697987
2344,15,0,12.84904,2.150959488,12.30201342,2.697986577
2345,15,0,12.84996,2.150042626,12.30201342,2.697986577
2346,14,1,12.85045,2.14955262,12.29530201,2.704697987
2347,13,2,12.85051,2.149488927,12.28187919,2.718120805
2348,11,4,12.84972,2.150276713,12.26845638,2.731543624
2349,13,2,12.84979,2.150212766,12.25503356,2.744966443
2350,13,2,12.84985,2.150148873,12.25503356,2.744966443
2351,13,2,12.84991,2.150085034,12.25503356,2.744966443
2352,13,2,12.84998,2.150021249,12.25503356,2.744966443
2353,15,0,12.85089,2.149107901,12.28187919,2.718120805
2354,15,0,12.8518,2.148195329,12.29530201,2.704697987
2355,15,0,12.85272,2.147283531,12.29530201,2.704697987
2356,15,0,12.85363,2.146372507,12.32214765,2.677852349
2357,14,1,12.85411,2.145886344,12.32214765,2.677852349
2358,15,0,12.85502,2.144976685,12.32214765,2.677852349
2359,14,1,12.85551,2.144491525,12.32885906,2.67114094
2360,13,2,12.85557,2.144430326,12.31543624,2.684563758
2361,15,0,12.85648,2.143522439,12.32885906,2.67114094
2362,15,0,12.85738,2.14261532,12.34228188,2.657718121
2363,13,2,12.85745,2.142554992,12.33557047,2.66442953
2364,14,1,12.85793,2.142071882,12.33557047,2.66442953
2365,15,0,12.85883,2.141166526,12.33557047,2.66442953
2366,13,2,12.85889,2.141106886,12.33557047,2.66442953
2367,15,0,12.8598,2.140202703,12.34899329,2.651006711
2368,15,0,12.8607,2.139299282,12.34899329,2.651006711
2369,14,1,12.86118,2.138818565,12.3557047,2.644295302
2370,13,2,12.86124,2.138760017,12.34228188,2.657718121
2371,12,3,12.86088,2.139123103,12.32214765,2.677852349
2372,14,1,12.86136,2.138643068,12.32885906,2.67114094
2373,13,2,12.86142,2.138584667,12.32885906,2.67114094
2374,11,4,12.86063,2.139368421,12.30872483,2.691275168
2375,15,0,12.86153,2.138468013,12.32214765,2.677852349
2376,13,2,12.86159,2.13840976,12.32885906,2.67114094
2377,15,0,12.86249,2.137510513,12.32885906,2.67114094
2378,15,0,12.86339,2.136612022,12.34228188,2.657718121
2379,11,4,12.86261,2.137394958,12.31543624,2.684563758
2380,15,0,12.8635,2.13649727,12.32885906,2.67114094
2381,13,2,12.86356,2.136439966,12.32885906,2.67114094
2382,15,0,12.86446,2.135543433,12.32885906,2.67114094
2383,13,2,12.86451,2.135486577,12.34228188,2.657718121
2384,13,2,12.86457,2.135429769,12.32885906,2.67114094
2385,15,0,12.86547,2.134534786,12.32885906,2.67114094
2386,13,2,12.86552,2.134478425,12.34228188,2.657718121
2387,15,0,12.86642,2.13358459,12.3557047,2.644295302
2388,15,0,12.86731,2.132691503,12.36912752,2.630872483
2389,13,2,12.86736,2.132635983,12.3557047,2.644295302
2390,15,0,12.86826,2.13174404,12.3557047,2.644295302
2391,13,2,12.86831,2.131688963,12.34899329,2.651006711
2392,15,0,12.8692,2.130798161,12.36912752,2.630872483
2393,15,0,12.87009,2.129908104,12.36912752,2.630872483
2394,13,2,12.87015,2.129853862,12.39597315,2.604026846
2395,15,0,12.87104,2.128964942,12.39597315,2.604026846
2396,13,2,12.87109,2.128911139,12.39597315,2.604026846
2397,13,2,12.87114,2.128857381,12.38926174,2.610738255
2398,15,0,12.87203,2.127969987,12.40268456,2.597315436
2399,15,0,12.87292,2.127083333,12.42281879,2.577181208
2400,15,0,12.8738,2.126197418,12.45637584,2.543624161
2401,10,5,12.87261,2.127393838,12.44966443,2.55033557
2402,13,2,12.87266,2.127340824,12.47651007,2.523489933
2403,15,0,12.87354,2.126455907,12.47651007,2.523489933
2404,11,4,12.87277,2.127234927,12.46308725,2.536912752
2405,15,0,12.87365,2.12635079,12.46308725,2.536912752
2406,13,2,12.8737,2.126298297,12.48993289,2.510067114
2407,15,0,12.87458,2.125415282,12.52348993,2.476510067
2408,14,1,12.87505,2.124948111,12.53691275,2.463087248
2409,13,2,12.8751,2.124896266,12.53691275,2.463087248
